0.25 0.25 0.25 0.25
weight 0.0005 0.00085 0.000625 0.001425
37 0.00065 0.00125 0.001325 0.000175
meant 0.0011 0.00055 0.000675 0.001075
thrown 0.000775 0.001375 0.000525 0.000725
moder 0.00155 7.5e-05 0.00125 0.000525
rental 5e-05 2.5e-05 0.0025 0.000825
larger 0.000575 0.0002 0.0012 0.001425
guinea 0.00325 2.5e-05 5e-05 7.5e-05
cellphon 7.5e-05 0.0002 0.001125 0.001975
indict 0.001325 0.000375 0.001 0.000675
longtim 0.000925 0.000875 0.000875 0.0007
cruis 0.0005 0.001875 0.000425 0.000575
malici 2.5e-05 5e-05 7.5e-05 0.003225
honor 0.001125 0.00155 0.000175 0.000525
hugo 0.001925 0.000175 0.0012 7.5e-05
nick 0.0004 0.002325 0.0003 0.00035
pretti 0.00015 0.001625 0.0004 0.0012
talent 0.000325 0.0023 0.000425 0.000325
grenad 0.003175 5e-05 5e-05 0.0001
atmospher 0.000575 0.0004 7.5e-05 0.0023
p 0.000225 0.001325 0.00145 0.00035
automat 0.000325 0.000375 0.000375 0.002275
baseman 7.5e-05 0.003225 2.5e-05 2.5e-05
grid 7.5e-05 0.00045 0.000375 0.00245
ramallah 0.003275 2.5e-05 2.5e-05 2.5e-05
angri 0.00185 0.000925 0.00035 0.000225
highend 5e-05 5e-05 0.000475 0.002775
testifi 0.001 0.0004 0.001675 0.000275
endors 0.001425 0.000575 0.000725 0.000625
scrap 0.0014 0.00025 0.00085 0.00085
coal 0.002325 0.0001 0.000675 0.00025
pact 0.001475 0.000125 0.001125 0.000625
l 0.00095 0.00035 0.00105 0.001
arctic 0.0001 2.5e-05 0.000225 0.003
dividend 0.000125 0.00015 0.00285 0.000225
goahead 0.0004 0.002125 0.0006 0.0002
wash 0.000775 0.000875 0.00055 0.001125
disappear 0.001875 0.0004 0.00015 0.0009
sp2 5e-05 2.5e-05 2.5e-05 0.003225
adult 0.001125 0.0001 0.0006 0.0015
anger 0.00215 0.000625 0.000375 0.000175
weaken 0.0011 0.00025 0.001775 0.0002
schumach 0.0001 0.003125 7.5e-05 2.5e-05
ace 0.000275 0.0025 0.0004 0.00015
audio 0.000525 2.5e-05 0.000275 0.0025
garden 0.000425 0.001875 0.000625 0.0004
intercept 0.000375 0.0026 0.0001 0.00025
els 0.00025 0.001675 0.0005 0.0009
transact 0.0002 0.0002 0.001775 0.00115
3000 0.000975 0.000225 0.00115 0.000975
clinton 0.001625 0.000825 0.000375 0.0005
distanc 0.0003 0.00075 0.000925 0.00135
chirac 0.003075 2.5e-05 0.000125 0.0001
raptor 7.5e-05 0.00315 2.5e-05 7.5e-05
perman 0.001575 0.0003 0.0008 0.00065
smoke 0.001975 0.0002 0.00055 0.0006
northwest 0.000725 7.5e-05 0.0019 0.000625
melbourn 0.0004 0.0014 0.0013 0.000225
spaceshipon 0.0001 2.5e-05 2.5e-05 0.003175
floor 0.000875 0.000675 0.0007 0.00105
equatori 0.003175 2.5e-05 2.5e-05 7.5e-05
kennedi 0.00045 0.00045 0.000225 0.002175
t 0.000125 0.0004 0.000875 0.0019
fulli 0.0007 0.000675 0.000675 0.00125
circul 0.000425 7.5e-05 0.001525 0.001275
erni 0.00015 0.003025 5e-05 7.5e-05
wholesal 0.000275 2.5e-05 0.0026 0.0004
ambassador 0.002975 7.5e-05 0.0001 0.00015
beef 0.00085 0.00015 0.00125 0.00105
symbol 0.0016 0.00035 0.000775 0.000575
henman 0.000225 0.003025 2.5e-05 2.5e-05
pollut 0.0007 2.5e-05 0.0003 0.00225
swedish 0.0007 0.00105 0.00065 0.000875
rapid 0.00085 0.0005 0.000925 0.001
disk 7.5e-05 0.0002 0.000225 0.002775
voip 2.5e-05 2.5e-05 0.0002 0.003025
path 0.0015 0.000425 0.0005 0.00085
sadr 0.0032 2.5e-05 2.5e-05 2.5e-05
randi 7.5e-05 0.0028 5e-05 0.00035
crackdown 0.001325 7.5e-05 0.00035 0.001525
supermarket 0.000175 0.000125 0.002575 0.0004
ignor 0.001325 0.0005 0.000625 0.0008
convert 0.000575 0.0006 0.00095 0.001125
66 0.00045 0.002275 0.00035 0.000175
escal 0.001675 0.000175 0.000925 0.000475
hamilton 0.00015 0.0027 0.000275 0.000125
emot 0.000775 0.001775 0.00015 0.00055
counter 0.000775 0.000325 0.001375 0.000775
eli 0.000175 0.0023 0.000725 5e-05
breath 0.000825 0.000875 0.00085 0.0007
peertop 2.5e-05 2.5e-05 0.00015 0.00305
hurdl 0.000675 0.0014 0.00075 0.000425
congression 0.0015 0.0002 0.001225 0.000325
mourn 0.001725 0.001325 2.5e-05 0.000175
sap 0.00015 2.5e-05 0.000525 0.002525
printer 5e-05 0.0001 0.00045 0.002625
raider 0.000125 0.002875 0.00015 7.5e-05
marlin 0.000175 0.00295 2.5e-05 7.5e-05
audienc 0.0007 0.000825 0.000375 0.001325
magic 2.5e-05 0.00275 0.00015 0.0003
netscap 2.5e-05 2.5e-05 5e-05 0.003125
careerhigh 0.000175 0.003 2.5e-05 2.5e-05
reward 0.00105 0.000725 0.000475 0.000975
eclips 0.00015 0.000475 0.0002 0.0024
infoworld 2.5e-05 2.5e-05 5e-05 0.003125
speedway 2.5e-05 0.003125 5e-05 2.5e-05
reput 0.00065 0.00135 0.000525 0.000675
yield 0.0004 0.000425 0.001525 0.00085
basic 0.0005 0.000275 0.000575 0.00185
freedom 0.0024 0.0002 7.5e-05 0.000525
revolut 0.0009 0.0011 0.00015 0.00105
withdrew 0.000975 0.001025 0.001025 0.000175
47 0.00085 0.00055 0.0016 0.0002
swept 0.00145 0.001225 0.0002 0.000325
steven 0.000675 0.001575 0.000475 0.000475
wine 0.000325 2.5e-05 0.00245 0.0004
gambl 0.0003 0.00065 0.001825 0.000425
settler 0.003025 2.5e-05 5e-05 0.0001
spokeswoman 0.001225 0.00025 0.000975 0.00075
c 0.00015 0.00115 0.001 0.0009
tripl 0.000225 0.001 0.00125 0.000725
ultim 0.000475 0.00105 0.0005 0.001175
quietli 0.000425 0.0005 0.000475 0.001775
wildlif 0.000625 0.0001 0.0001 0.00235
variou 0.0005 0.00045 0.00045 0.001775
metal 0.000625 2.5e-05 0.001975 0.00055
transform 0.000625 0.00045 0.000825 0.001275
chapter 0.0004 0.000425 0.0018 0.00055
palmon 2.5e-05 2.5e-05 0.000475 0.00265
marion 0.000175 0.002875 5e-05 7.5e-05
quest 0.000625 0.00125 0.0001 0.0012
swing 0.000925 0.001225 0.000525 0.0005
crm 2.5e-05 2.5e-05 0.00065 0.002475
chechnya 0.003075 2.5e-05 2.5e-05 5e-05
firstround 0.00015 0.002925 5e-05 5e-05
architectur 0.0002 5e-05 0.0001 0.002825
humanitarian 0.00295 2.5e-05 2.5e-05 0.000175
style 0.00045 0.0017 0.000425 0.0006
older 0.0003 0.0004 0.0008 0.001675
regim 0.0026 7.5e-05 0.00035 0.00015
cavali 2.5e-05 0.0031 2.5e-05 2.5e-05
encount 0.000575 0.001175 0.0001 0.0013
temporari 0.00055 0.000475 0.001425 0.0007
gov 0.001 0.0001 0.000875 0.001175
halliburton 0.0003 5e-05 0.00275 5e-05
pleas 0.000625 0.000875 0.00085 0.0008
sprinter 0.00015 0.00295 2.5e-05 2.5e-05
belgium 0.000375 0.001375 0.00095 0.00045
72 0.00025 0.0012 0.00105 0.00065
800 0.0008 0.0005 0.00125 0.0006
espn 5e-05 0.00265 0.000175 0.000275
newest 0.000275 0.0005 0.00045 0.001925
libya 0.002875 2.5e-05 0.000175 7.5e-05
tobacco 0.000375 0.00015 0.002375 0.00025
shi 0.001525 0.0008 0.0005 0.0003
caution 0.0008 0.00045 0.0014 0.000475
particularli 0.0007 0.00055 0.000675 0.0012
punish 0.00115 0.001 0.000425 0.00055
38 0.000675 0.000975 0.001125 0.00035
mari 0.000275 0.00155 0.00025 0.00105
everton 0.000175 0.0029 2.5e-05 2.5e-05
alqaeda 0.003 2.5e-05 2.5e-05 7.5e-05
taylor 0.000175 0.0025 0.000125 0.000325
seahawk 5e-05 0.003025 2.5e-05 2.5e-05
alqaida 0.00305 2.5e-05 2.5e-05 2.5e-05
chancellor 0.001575 0.000125 0.000825 0.0006
hero 0.00045 0.0018 0.0002 0.000675
holder 0.00015 0.001925 0.0006 0.00045
hugh 0.000325 0.002325 0.000275 0.0002
directli 0.000875 0.00025 0.00075 0.001225
alon 0.00065 0.001075 0.000375 0.001
forget 0.000275 0.0014 0.000475 0.00095
rapidli 0.000625 0.000225 0.0007 0.00155
scan 0.0002 0.0003 0.0003 0.0023
diamondback 2.5e-05 0.002975 2.5e-05 7.5e-05
parliamentari 0.0028 2.5e-05 0.0001 0.000175
subsidi 0.000225 2.5e-05 0.002725 0.000125
pennsylvania 0.000325 0.0009 0.000625 0.00125
kenya 0.002025 0.000725 0.0001 0.00025
refer 0.00085 0.00055 0.00055 0.00115
rugbi 7.5e-05 0.00295 5e-05 2.5e-05
shook 0.001825 0.0008 0.0002 0.000275
jacksonvil 7.5e-05 0.002875 0.0001 5e-05
bench 2.5e-05 0.002975 7.5e-05 2.5e-05
scottish 0.0004 0.00225 0.0002 0.00025
guarante 0.00085 0.001225 0.00065 0.00035
wasnt 0.0003 0.0018 7.5e-05 0.0009
ed 0.0002 0.000975 0.000725 0.001175
patrol 0.00255 0.000225 5e-05 0.00025
fewer 0.00045 0.0004 0.001375 0.00085
certainli 0.000275 0.001825 0.0005 0.000475
85 0.000625 0.000875 0.001225 0.00035
docomo 0.00015 2.5e-05 0.0002 0.0027
ambit 0.001825 0.0004 0.000325 0.000525
86 0.00035 0.001925 0.000425 0.000375
envoy 0.00295 2.5e-05 5e-05 5e-05
stick 0.00075 0.0009 0.000675 0.00075
nec 5e-05 0.000825 0.00025 0.00195
harm 0.000975 0.000125 0.000925 0.00105
shadow 0.00085 0.00055 0.000475 0.0012
overturn 0.0013 0.000325 0.000775 0.000675
holling 5e-05 2.5e-05 0.002975 2.5e-05
societi 0.001025 0.000175 0.000575 0.001275
globe 0.0004 0.00075 0.000675 0.001225
cheney 0.002475 7.5e-05 0.000275 0.000225
household 0.00025 0.0002 0.00175 0.00085
inch 0.00025 0.00065 0.001125 0.001025
rafael 0.000275 0.002725 2.5e-05 2.5e-05
elector 0.002375 7.5e-05 0.0003 0.0003
domain 7.5e-05 7.5e-05 0.0003 0.0026
casualti 0.00235 0.000325 0.00025 0.000125
preview 0.0001 0.000475 0.00015 0.002325
valuabl 0.000325 0.001625 0.00045 0.00065
weaker 0.0002 5e-05 0.002675 0.000125
crystal 0.0001 0.001325 0.0004 0.001225
madison 0.0003 0.002225 0.0003 0.000225
eriksson 0.0001 0.0029 2.5e-05 2.5e-05
drag 0.0008 0.000375 0.001375 0.0005
700 0.000525 0.000625 0.001425 0.000475
kyoto 0.001975 2.5e-05 0.000125 0.000925
idg 2.5e-05 2.5e-05 0.00055 0.00245
longhorn 7.5e-05 0.000625 2.5e-05 0.002325
salari 0.000325 0.001175 0.0011 0.000425
correct 0.000875 0.0004 0.0011 0.00065
wors 0.000675 0.001175 0.0006 0.000575
enemi 0.00175 0.0003 0.0003 0.000675
color666666gtltbgtwashingtonpostcomltbgtltfontgt 2.5e-05 2.5e-05 2.5e-05 0.00295
wisconsin 0.00025 0.002175 0.000275 0.000325
calm 0.0019 0.000375 0.000525 0.000225
cathol 0.002125 0.000525 0.0003 7.5e-05
ferrari 0.00015 0.002325 0.0002 0.00035
10th 0.00045 0.0021 0.000225 0.00025
weekli 0.000475 0.0004 0.001775 0.000375
grip 0.001375 0.0008 0.000675 0.000175
nepal 0.002925 2.5e-05 5e-05 2.5e-05
thin 0.000175 0.000175 0.0017 0.000975
arbitr 2.5e-05 0.0025 0.0004 0.0001
neck 0.0004 0.001425 0.0002 0.001
submarin 0.002575 2.5e-05 5e-05 0.000375
mauresmo 7.5e-05 0.0029 2.5e-05 2.5e-05
icc 0.000225 0.00275 2.5e-05 2.5e-05
helen 0.000375 2.5e-05 0.0001 0.002525
glazer 7.5e-05 0.0027 0.000225 2.5e-05
favourit 0.0003 0.002375 5e-05 0.000275
uncertainti 0.000425 0.000275 0.001775 0.000525
jonathan 0.000275 0.00155 0.000425 0.00075
museum 0.001475 0.0001 0.0002 0.001225
fossil 5e-05 2.5e-05 0.0001 0.002825
nj 0.0002 0.00175 0.00075 0.0003
robust 0.00025 5e-05 0.0021 0.0006
ian 0.00135 0.001275 0.00025 0.000125
outcom 0.00125 0.00065 0.0007 0.0004
wing 0.000875 0.001175 0.0003 0.00065
suddenli 0.0006 0.001325 0.000375 0.0007
vision 0.000775 0.000175 0.000525 0.001525
laker 2.5e-05 0.0029 5e-05 2.5e-05
coverag 0.000425 0.000575 0.001025 0.000975
intensifi 0.00115 0.00025 0.001075 0.000525
threerun 0.00015 0.0028 2.5e-05 2.5e-05
garcia 0.000325 0.002625 2.5e-05 2.5e-05
juan 0.00035 0.002275 0.000175 0.0002
healthi 0.0003 0.000975 0.00115 0.000575
beaten 0.0004 0.002 0.00035 0.00025
survivor 0.00265 5e-05 0.000125 0.000175
leak 0.00075 0.00055 0.000625 0.001075
kazaa 2.5e-05 2.5e-05 0.0002 0.00275
apolog 0.001325 0.001425 0.000125 0.000125
pump 0.0004 0.00035 0.0017 0.00055
solari 2.5e-05 2.5e-05 0.000125 0.002825
malcolm 7.5e-05 0.002575 0.000275 7.5e-05
clone 0.000325 5e-05 5e-05 0.00255
analysi 0.000325 0.000175 0.0007 0.001775
busch 2.5e-05 0.0029 2.5e-05 2.5e-05
smile 0.000525 0.001825 0.0004 0.000225
iyad 0.002875 2.5e-05 5e-05 2.5e-05
colleagu 0.001675 0.00025 0.0003 0.00075
bruce 0.0002 0.001125 0.00125 0.0004
shawn 0.00015 0.002025 2.5e-05 0.000775
publicli 0.000625 0.00045 0.0013 0.0006
scam 0.000125 0.000125 0.0005 0.002225
hamstr 2.5e-05 0.002875 2.5e-05 5e-05
lynch 0.000125 0.0004 0.002325 0.000125
complain 0.00085 0.000625 0.000525 0.000975
stockholm 0.000675 0.00145 0.000375 0.000475
terri 0.000275 0.0024 0.000175 0.000125
bow 0.00105 0.0009 0.000725 0.0003
wizard 5e-05 0.00275 2.5e-05 0.00015
specialist 0.0004 0.0003 0.0009 0.00135
spin 0.000275 0.0008 0.001025 0.00085
r 0.000425 0.000325 0.001325 0.000875
amazoncom 5e-05 2.5e-05 0.000975 0.0019
haven 0.0005 0.0013 0.0004 0.00075
unabl 0.00075 0.001175 0.0003 0.000725
sponsor 0.00055 0.0009 0.000525 0.000975
toss 0.00025 0.002 0.000225 0.000475
murdoch 0.00015 0.000125 0.002625 5e-05
scheme 0.000375 0.000325 0.000975 0.001275
buyout 5e-05 0.000275 0.002225 0.0004
mich 0.000325 0.002075 0.000375 0.000175
montgomeri 0.0001 0.002525 0.0002 0.000125
rebelheld 0.002875 2.5e-05 2.5e-05 2.5e-05
brace 0.001 0.0007 0.00095 0.000275
maverick 0.0003 0.00205 0.000225 0.00035
wast 0.00075 0.00075 0.00065 0.000775
dna 0.00035 0.000175 0.00015 0.00225
flew 0.001225 0.00055 0.00025 0.0009
compromis 0.00115 0.00015 0.0002 0.001425
versu 7.5e-05 0.000775 0.00155 0.000525
branson 0.0001 2.5e-05 0.00045 0.00235
text 0.000475 7.5e-05 0.000175 0.0022
greet 0.00085 0.000725 0.000625 0.000725
160 0.00115 0.0002 0.000575 0.001
compound 0.002125 0.0001 0.000275 0.000425
iowa 0.000475 0.00195 0.000275 0.000225
deton 0.00265 0.0001 7.5e-05 0.0001
cb 0.001 0.0006 0.000725 0.0006
atop 0.00045 0.00195 0.00015 0.000375
hint 0.00095 0.000425 0.000975 0.000575
urban 0.00065 0.001325 0.0004 0.00055
advoc 0.00065 5e-05 0.000725 0.0015
birmingham 0.000175 0.002225 0.0004 0.000125
roster 0.00015 0.00245 7.5e-05 0.00025
embarrass 0.000825 0.001475 0.000425 0.0002
neg 0.00035 0.0004 0.001675 0.0005
interact 0.000175 5e-05 0.000425 0.002275
quotw 0.00055 0.001 0.0004 0.000975
alitalia 0.0002 2.5e-05 0.002675 2.5e-05
swim 0.000225 0.002125 0.0001 0.00045
bangkok 0.001775 0.000525 0.000125 0.000475
feed 0.00055 7.5e-05 0.00035 0.001925
southeastern 0.00095 0.001125 0.000525 0.0003
persist 0.0008 0.00015 0.001575 0.000375
eric 0.000175 0.001725 0.0003 0.0007
panther 5e-05 0.002475 5e-05 0.000325
remind 0.000875 0.0013 0.00035 0.000375
inspector 0.001775 0.0001 0.00035 0.000675
norway 0.00105 0.001225 0.0005 0.000125
reduct 0.000775 7.5e-05 0.00165 0.0004
statist 0.00025 0.000675 0.001625 0.00035
emiss 0.000675 2.5e-05 0.00055 0.00165
junior 0.000375 0.0024 7.5e-05 5e-05
prior 0.00045 0.001125 0.001025 0.0003
sue 0.0002 0.000375 0.000625 0.0017
directori 5e-05 2.5e-05 0.000775 0.00205
thatcher 0.002525 0.000325 2.5e-05 2.5e-05
andrea 0.00015 0.000325 0.0001 0.002325
eisner 0.00015 2.5e-05 0.0027 2.5e-05
mississippi 2.5e-05 0.00245 0.000175 0.00025
b 0.00035 0.0009 0.001025 0.0006
laid 0.000975 0.000525 0.000625 0.00075
wish 0.000775 0.00105 0.000225 0.000825
71 0.00055 0.001325 0.000675 0.000325
oriol 7.5e-05 0.002725 5e-05 2.5e-05
farmer 0.000925 2.5e-05 0.001225 0.0007
prosecut 0.0014 0.0002 0.000625 0.00065
elit 0.00075 0.001475 0.00025 0.0004
modest 0.000525 0.0004 0.001575 0.000375
pocket 0.000575 0.00045 0.000525 0.001325
kremlin 0.001375 0.000875 0.000575 5e-05
wider 0.000275 0.0001 0.001775 0.000725
aaron 0.0002 0.002425 7.5e-05 0.000175
pentium 2.5e-05 2.5e-05 0.000175 0.00265
pyongyang 0.00275 2.5e-05 2.5e-05 7.5e-05
inspect 0.00135 0.000125 0.000525 0.000875
siemen 5e-05 2.5e-05 0.000475 0.002325
finland 0.0003 0.001525 0.000475 0.000575
matchup 0.000175 0.0026 5e-05 5e-05
fallen 0.00055 0.0006 0.0013 0.000425
roy 0.000275 0.0023 0.00025 5e-05
knick 2.5e-05 0.0028 2.5e-05 2.5e-05
ds 2.5e-05 2.5e-05 0.00025 0.002575
socal 0.000575 0.000225 0.0008 0.00125
maccentr 7.5e-05 2.5e-05 2.5e-05 0.002725
gene 0.000225 0.00045 0.000175 0.002
01 0.00035 0.000275 0.001575 0.00065
agenda 0.00185 0.0002 0.00045 0.00035
prescript 0.000575 2.5e-05 0.0015 0.00075
outlin 0.000825 0.00015 0.0006 0.001275
undermin 0.00165 0.00015 0.00075 0.0003
significantli 0.00035 0.000225 0.000925 0.00135
shrug 0.0005 0.00085 0.0014 0.0001
depend 0.000825 0.00025 0.000675 0.0011
pour 0.00075 0.001075 0.00065 0.000375
daughter 0.00165 0.00055 0.000275 0.000375
warplan 0.002775 2.5e-05 2.5e-05 2.5e-05
shake 0.00065 0.001025 0.000625 0.00055
scrambl 0.000875 0.00065 0.000725 0.0006
hagu 0.002425 5e-05 0.000225 0.00015
eddi 7.5e-05 0.002275 0.00015 0.00035
honda 0.0001 0.0009 0.0012 0.00065
mumbai 0.0003 0.000925 0.00135 0.000275
poison 0.0019 7.5e-05 0.000325 0.000525
upon 0.000325 0.00085 0.000425 0.001225
relay 0.000525 0.001875 5e-05 0.000375
alexand 0.001425 0.000975 0.0002 0.000225
12th 0.0003 0.00205 0.0002 0.000275
substanti 0.0007 0.00025 0.001175 0.0007
conced 0.001225 0.000925 0.000475 0.0002
khan 0.001675 0.00105 2.5e-05 7.5e-05
exceed 0.00035 0.00025 0.001625 0.0006
incent 0.0007 0.0004 0.001275 0.00045
aljazeera 0.00265 5e-05 2.5e-05 0.0001
amend 0.001275 0.0003 0.0006 0.00065
trump 0.00015 0.000375 0.00215 0.00015
videotap 0.0022 0.000275 0.0001 0.00025
peyton 7.5e-05 0.0027 2.5e-05 2.5e-05
tommi 0.000225 0.0019 0.000625 7.5e-05
carmak 0.00025 0.000175 0.002075 0.0003
sec 7.5e-05 0.000475 0.001825 0.000425
eat 0.000375 0.000275 0.000575 0.001575
permiss 0.00075 0.000375 0.000775 0.0009
consider 0.000325 0.000975 0.00045 0.00105
sender 5e-05 2.5e-05 5e-05 0.002675
cautiou 0.00045 0.00025 0.001775 0.000325
wildcard 0.0003 0.00245 2.5e-05 2.5e-05
brett 0.000125 0.00255 5e-05 7.5e-05
taipei 0.0019 7.5e-05 0.0001 0.000725
hightech 0.0003 7.5e-05 0.00085 0.001575
portland 0.0001 0.002275 0.00025 0.000175
partial 0.0012 0.0002 0.000725 0.000675
guantanamo 0.002675 2.5e-05 2.5e-05 7.5e-05
lender 5e-05 2.5e-05 0.002675 5e-05
h 0.00085 0.0005 0.0011 0.00035
cape 0.000875 0.00015 0.0001 0.001675
graem 5e-05 0.002675 5e-05 2.5e-05
ballmer 5e-05 2.5e-05 0.0003 0.002425
ac 2.5e-05 0.00205 0.0001 0.000625
jobless 0.0002 2.5e-05 0.0025 5e-05
necessari 0.00075 0.000475 0.0007 0.00085
craft 0.000425 0.0002 0.00035 0.0018
aerospac 0.000125 2.5e-05 0.001725 0.0009
adjust 0.0005 0.0004 0.00135 0.000525
loom 0.000875 0.000425 0.00105 0.000425
j 0.0004 0.00025 0.001575 0.00055
hijack 0.0014 2.5e-05 0.00025 0.0011
imagin 0.00045 0.001175 0.00025 0.0009
breakthrough 0.001075 0.0002 0.0003 0.0012
antispam 5e-05 2.5e-05 5e-05 0.00265
dub 0.0003 0.000375 0.000225 0.001875
lord 0.000975 0.0006 0.000775 0.000425
cheaper 0.00015 5e-05 0.0008 0.001775
bloomberg 0.0005 0.0003 0.001775 0.0002
quiet 0.0006 0.0008 0.0006 0.000775
belong 0.00115 0.00085 0.00025 0.000525
bloc 0.002175 2.5e-05 0.000475 0.0001
workforc 0.00025 2.5e-05 0.00215 0.00035
slid 0.0002 0.000225 0.00225 0.0001
troy 5e-05 0.00245 0.000225 5e-05
radcliff 0.00015 0.002575 2.5e-05 2.5e-05
oilrich 0.002075 2.5e-05 0.0006 7.5e-05
juventu 5e-05 0.002675 2.5e-05 2.5e-05
halo 2.5e-05 5e-05 0.0001 0.0026
float 0.000525 0.0003 0.001 0.000925
stream 0.000625 0.00025 0.00025 0.001625
whale 0.0011 2.5e-05 2.5e-05 0.0016
defin 0.00045 0.000525 0.0006 0.001175
bone 0.000375 0.001025 0.0001 0.00125
sensit 0.001275 7.5e-05 0.000425 0.000975
unix 2.5e-05 2.5e-05 7.5e-05 0.002625
peer 0.0002 0.0003 0.001 0.00125
wta 2.5e-05 0.002675 2.5e-05 2.5e-05
embrac 0.0006 0.00045 0.000325 0.001375
overcam 0.00015 0.002475 5e-05 7.5e-05
gadget 2.5e-05 5e-05 0.00025 0.002425
distributor 5e-05 0.0001 0.0011 0.0015
volatil 0.0015 0.0001 0.001025 0.000125
freshman 0.000125 0.002425 2.5e-05 0.000175
poland 0.00125 0.00125 0.000125 0.000125
cornerback 5e-05 0.00265 2.5e-05 2.5e-05
68 0.0007 0.00155 0.000475 2.5e-05
restat 0.000125 5e-05 0.002125 0.00045
applianc 2.5e-05 2.5e-05 0.0009 0.0018
crop 0.00045 0.000125 0.001175 0.001
immigr 0.0022 2.5e-05 0.0002 0.000325
nomin 0.001525 0.00025 0.000675 0.0003
santiago 0.001875 0.0007 0.000125 5e-05
experiment 0.000125 0.00015 0.00105 0.0014
artist 0.0004 0.00015 0.00025 0.001925
plagu 0.000825 0.000575 0.000375 0.00095
techniqu 0.0001 0.000175 0.00015 0.0023
theori 0.0004 0.00025 0.0001 0.001975
reli 0.0005 0.0005 0.000375 0.00135
microprocessor 5e-05 2.5e-05 0.0003 0.00235
rodriguez 0.000825 0.00175 0.000125 2.5e-05
ethnic 0.0025 0.0001 7.5e-05 5e-05
upbeat 0.0005 0.000175 0.00195 0.0001
dubai 0.0022 0.000125 0.000325 7.5e-05
tout 0.000275 0.000275 0.000525 0.00165
punch 0.000425 0.0013 0.000225 0.000775
lcd 2.5e-05 2.5e-05 0.000475 0.0022
hawk 0.00035 0.001625 0.000175 0.000575
abba 0.00265 2.5e-05 2.5e-05 2.5e-05
golfer 5e-05 0.002575 7.5e-05 2.5e-05
saint 0.0003 0.002125 0.000175 0.000125
louisiana 0.000475 0.0009 0.000525 0.000825
evolut 7.5e-05 5e-05 7.5e-05 0.0025
authent 0.000425 2.5e-05 0.0001 0.00215
roar 0.00065 0.000725 0.000825 0.0005
bronco 5e-05 0.0026 2.5e-05 2.5e-05
chosen 0.00055 0.001 0.000575 0.000575
usbas 0.00035 5e-05 0.001425 0.000875
llc 2.5e-05 5e-05 0.001775 0.00085
highprofil 0.000725 0.0006 0.00075 0.000625
southwest 0.001 0.00015 0.001275 0.000275
standoff 0.00245 2.5e-05 0.00015 7.5e-05
agricultur 0.000875 5e-05 0.001175 0.0006
couldn 0.000125 0.002025 0.0003 0.00025
mileston 0.00045 0.000675 0.00055 0.001025
abuja 0.002575 2.5e-05 7.5e-05 2.5e-05
kurt 7.5e-05 0.00255 2.5e-05 5e-05
dave 0.00015 0.0019 0.000325 0.000325
muscl 0.00015 0.001375 0.0004 0.000775
jointli 0.000375 7.5e-05 0.00055 0.0017
kiev 0.002025 0.000625 2.5e-05 2.5e-05
derek 0.00035 0.0022 0.000125 2.5e-05
thirdlargest 0.0003 2.5e-05 0.00195 0.000425
conglomer 5e-05 5e-05 0.002175 0.000425
ata 0.0001 2.5e-05 0.002275 0.0003
imac 2.5e-05 2.5e-05 2.5e-05 0.002625
sep 0.000625 0.000625 0.000225 0.001225
tsunami 0.001975 7.5e-05 7.5e-05 0.000575
trim 0.0002 0.000125 0.00165 0.0007
hunter 0.00045 0.000675 0.0001 0.00145
harvard 7.5e-05 0.0014 0.000525 0.000675
beleagu 0.0008 0.000375 0.0013 0.0002
wimbledon 7.5e-05 0.0025 7.5e-05 2.5e-05
captor 0.00245 5e-05 2.5e-05 0.00015
basi 0.000575 0.000325 0.000975 0.0008
effici 0.00015 0.00035 0.0007 0.001475
blade 2.5e-05 0.0002 7.5e-05 0.002375
twist 0.0006 0.000575 0.00035 0.00115
clock 0.0004 0.001075 0.000175 0.001025
mall 0.00025 0.00015 0.001675 0.0006
tycoon 0.000275 0.001 0.001 0.0004
vital 0.000875 0.0005 0.000575 0.000725
rick 0.00015 0.0021 0.00025 0.000175
rupert 0.0001 0.00015 0.002375 5e-05
rig 0.001175 2.5e-05 0.001325 0.00015
aziz 0.002575 2.5e-05 5e-05 2.5e-05
berth 7.5e-05 0.002525 5e-05 2.5e-05
2012 0.000275 0.002125 2.5e-05 0.00025
idc 7.5e-05 2.5e-05 0.000525 0.00205
viktor 0.00255 2.5e-05 2.5e-05 7.5e-05
1980 0.00065 0.0006 0.0006 0.0008
load 0.00035 0.0007 0.00055 0.00105
bug 0.0004 0.000125 5e-05 0.002075
siriu 5e-05 7.5e-05 0.002125 0.0004
pa 0.00055 0.00165 0.000275 0.000175
shortli 0.0011 0.00065 0.0005 0.0004
detaine 0.002475 2.5e-05 2.5e-05 0.000125
extinct 0.000175 7.5e-05 5e-05 0.00235
extremist 0.00255 5e-05 2.5e-05 2.5e-05
tower 0.00095 0.00035 0.00075 0.0006
ambiti 0.000375 0.000175 0.000775 0.001325
icon 0.001125 0.000175 0.00065 0.0007
charger 2.5e-05 0.002425 0.0001 0.0001
lindsay 7.5e-05 0.002525 2.5e-05 2.5e-05
filmmak 0.0023 5e-05 5e-05 0.00025
forg 0.0008 0.000375 0.00065 0.0008
125 0.000375 0.000525 0.00125 0.000475
privaci 0.000425 0.00015 0.0003 0.00175
method 0.000325 0.000225 0.00045 0.001625
146 0.000175 0.000325 0.0004 0.001725
